,ChannelID,ViewCount,likeCount,dislikeCount,uploadedDate,category,videoLanguage,duration,commentCount,subCount,TotalViewCount,VideoCount,channelDate,channelLocation,likePer,dislikePer,LikeDisRatio,days to publish,title
50,kTHNpusq654,969471729,3626447,194977,2008-10-14,Music,Not specified,0 days 00:04:44.000000000,158294,25500000,19304822604,145,2009-12-13,US,37.41,2.01,18.61,-425,Katy Perry - Hot N Cold (Official)
51,ZzAm13KsBCc,971300788,2946033,1789678,2018-06-04,Education,en,0 days 00:33:06.000000000,18935,85100000,65892118352,536,2006-09-01,US,30.33,18.43,1.65,4294,Bath Song + More Nursery Rhymes & Kids Songs - CoComelon
52,CUYrEiymUMY,969377472,3854743,340244,2016-10-02,Music,Not specified,0 days 00:04:37.000000000,191625,12500000,6539960445,33,2016-02-13,PR,39.77,3.51,11.33,232,Arcangel x Bad Bunny X Dj Luian X Mambo Kingz - Tu No Vive Asi [Video oficial]
53,xFutjZEBTXs,968774199,3289746,196134,2016-05-13,Music,Not specified,0 days 00:04:00.000000000,102073,13300000,12679126801,128,2009-05-12,Not specified,33.96,2.02,16.81,2558,Enrique Iglesias - DUELE EL CORAZON ft. Wisin
54,_UR-l3QI2nE,966975635,1241602,685353,2014-05-01,Education,Not specified,0 days 00:50:52.000000000,13965,85100000,65892118352,536,2006-09-01,US,12.84,7.09,1.81,2799,ABC SONG | ABC Songs for Children - 13 Alphabet Songs & 26 Videos
55,MuBgIfBR1kA,969061089,2245594,1353026,2012-07-18,Entertainment,pt,0 days 00:02:21.000000000,11005,22500000,15631631184,51,2006-08-30,BR,23.17,13.96,1.66,2149,Dona Aranha - DVD Galinha Pintadinha 3 - OFICIAL
56,nSDgHBxUbVQ,966446834,4926064,138365,2015-05-10,Music,Not specified,0 days 00:04:35.000000000,147108,44700000,20210778018,161,2006-08-08,Not specified,50.97,1.43,35.64,3197,Ed Sheeran - Photograph (Official Music Video)
57,HMUDVMiITOU,963196299,7563800,513060,2014-03-14,Music,Not specified,0 days 00:03:37.000000000,361765,6490000,5299505322,40,2014-01-27,Not specified,78.53,5.33,14.73,46,"DJ Snake, Lil Jon - Turn Down for What"
58,Y2T_rIZ4Pho,965745583,1890724,1139717,2018-12-11,Education,en,0 days 00:02:53.000000000,5126,85100000,65892118352,536,2006-09-01,US,19.58,11.8,1.66,4484,Deck the Halls - Christmas Song for Kids | CoComelon Nursery Rhymes & Kids Songs
59,CSvFpBOe8eY,960751247,4884613,227148,2009-10-03,Music,Not specified,0 days 00:03:27.000000000,284953,2830000,2717807168,22,2009-09-02,Not specified,50.84,2.36,21.54,31,System Of A Down - Chop Suey! (Official Video)
60,QRa9On5_grA,959821145,1857174,1023923,2011-08-18,Film & Animation,es-419,0 days 00:01:50.000000000,11783,10300000,7003298359,42,2011-08-02,Not specified,19.35,10.67,1.81,16,Mariposita ORIGINAL - Gallina Pintadita 2 - Oficial - Canciones infantiles para niños y bebés
61,Uws510cVia4,956113955,2373040,171851,2015-03-06,Music,Not specified,0 days 00:03:17.000000000,51494,4060000,5244243979,156,2009-10-15,Not specified,24.82,1.8,13.79,1968,HA-ASH - Lo Aprendí de Ti (Primera Fila - Hecho Realidad [En Vivo])
62,fHqjNHxmB7c,959347289,0,0,2014-08-21,Education,en,0 days 00:04:12.000000000,554,36400000,23193619130,360,2013-02-09,IN,0,0,#DIV/0!,558,ChuChu TV Numbers Song - NEW Short Version - Number Rhymes For Children
63,bx-fuY7LpSU,953973970,3080660,211551,2018-06-28,Music,Not specified,0 days 00:03:59.000000000,83281,28200000,13783190433,90,2016-03-24,PR,32.29,2.22,14.55,826,Vaina Loca - Ozuna x Manuel Turizo (Video Oficial)
64,S-sJp1FfG7Q,953498812,5539161,406910,2016-10-31,Music,Not specified,0 days 00:05:35.000000000,221025,10100000,2344054522,68,2012-01-17,Not specified,58.09,4.27,13.6,1749,Migos - Bad and Boujee ft Lil Uzi Vert [Official Video]
65,aatr_2MstrI,950898273,5241416,207523,2017-03-17,Music,Not specified,0 days 00:04:07.000000000,161224,8790000,5605629421,104,2010-06-21,Not specified,55.12,2.18,25.28,2461,Clean Bandit - Symphony (feat. Zara Larsson) [Official Video]
66,k76BgIb89-s,948715546,2457404,273134,2018-04-20,Music,Not specified,0 days 00:04:47.000000000,101396,1640000,5982921884,85,2009-05-12,Not specified,25.9,2.88,8.99,3265,Los Ángeles Azules - Nunca Es Suficiente ft. Natalia Lafourcade (Live)
67,3JWTaaS7LdU,947101313,5019970,192294,2010-09-28,Music,Not specified,0 days 00:04:35.000000000,216423,2610000,3205058282,72,2009-09-02,Not specified,53,2.03,26.11,391,Whitney Houston - I Will Always Love You (Official Video)
68,_Z5-P9v3F8w,943990670,5246433,677140,2010-05-27,Music,Not specified,0 days 00:03:50.000000000,444674,32700000,20448068420,152,2009-09-26,US,55.58,7.17,7.75,243,Justin Bieber - Never Say Never (Official Music Video) ft. Jaden Smith
69,SR6iYWJxHqs,942262847,3823543,115539,2010-11-22,Music,Not specified,0 days 00:03:56.000000000,270740,27400000,12013250398,67,2006-09-19,Not specified,40.58,1.23,32.99,1525,Bruno Mars - Grenade [Official Video]
70,Dvpd9_5vuks,940459868,3165487,225039,2017-11-09,Music,Not specified,0 days 00:04:28.000000000,130234,28200000,13783190433,90,2016-03-24,PR,33.66,2.39,14.08,595,Ozuna - Síguelo Bailando (Video Oficial)
71,jofNR_WkoCE,937837691,6974761,735181,2013-09-03,Entertainment,Not specified,0 days 00:03:45.000000000,938282,1940000,1471417098,3650,2006-10-05,NO,74.37,7.84,9.49,2525,Ylvis - The Fox (What Does The Fox Say?) [Official music video HD]
72,BokdSWC2R68,936332299,1414196,193892,2014-08-01,Music,Not specified,0 days 00:03:45.000000000,52592,1640000,5982921884,85,2009-05-12,Not specified,15.1,2.07,7.29,1907,Los Ángeles Azules - Mis Sentimientos ft. Ximena Sariñana (Live)
73,LDZX4ooRsWs,936094151,4953807,1655119,2014-08-20,Music,Not specified,0 days 00:04:50.000000000,563917,13000000,7107643903,64,2010-04-01,US,52.92,17.68,2.99,1602,Nicki Minaj - Anaconda
74,3xqqj9o7TgA,934400594,1284255,790032,2015-03-20,Education,en,0 days 00:05:52.000000000,0,36400000,23193619130,360,2013-02-09,IN,13.74,8.45,1.63,769,The Finger Family Song | ChuChu TV Nursery Rhymes & Songs For Children
75,N2-HsIYd0Go,935187711,4816256,514519,2016-07-27,Music,en,0 days 00:04:01.000000000,315549,56000000,26704645934,4794,2014-03-12,IN,51.5,5.5,9.36,868,Mile Ho Tum - Reprise Version | Neha Kakkar | Tony Kakkar | Fever
76,Xk0wdDTTPA0,931573374,2434051,159466,2015-08-28,Music,Not specified,0 days 00:04:08.000000000,106941,14500000,13460199657,116,2011-06-15,Not specified,26.13,1.71,15.28,1535,Maluma - Borro Cassette (Official Video)
77,ETLoTxVVvjM,930984180,2710561,253420,2017-01-13,Music,Not specified,0 days 00:03:22.000000000,94126,1680000,2706750983,54,2017-01-03,Not specified,29.12,2.72,10.71,10,Christian Nodal - Adiós Amor (Video Oficial)
78,dPI-mRFEIH0,930807615,5339785,948418,2017-05-12,Music,Not specified,0 days 00:04:18.000000000,332350,25500000,19304822604,145,2009-12-13,US,57.37,10.19,5.63,2707,Katy Perry - Bon Appétit (Official) ft. Migos
79,tFoUuFq3vHw,930003772,1016875,628733,2014-10-24,Education,en,0 days 01:14:37.000000000,4451,30200000,26482769672,1218,2011-06-22,US,10.93,6.76,1.62,1220,Five Little Ducks | Learn with Little Baby Bum | Nursery Rhymes for Babies | ABCs and 123s
80,5qm8PH4xAss,929937861,4259383,183536,2009-06-16,Music,Not specified,0 days 00:04:10.000000000,164888,4560000,4564967115,62,2009-05-12,Not specified,45.8,1.97,23.25,35,50 Cent - In Da Club (Int'l Version) [Official Video]
81,k0BWlvnBmIE,926032654,3468910,188927,2012-06-18,Music,Not specified,0 days 00:04:37.000000000,229938,25500000,19304822604,145,2009-12-13,US,37.46,2.04,18.36,918,Katy Perry - Wide Awake (Official Video)
82,YVkUvmDQ3HY,926760344,5455715,173507,2009-06-16,Music,Not specified,0 days 00:05:00.000000000,215952,25600000,14847030829,86,2009-05-12,Not specified,58.87,1.87,31.48,35,Eminem - Without Me (Official Video)
83,hjWf8A0YNSE,925292977,3930471,411627,2017-07-04,Music,Not specified,0 days 00:03:37.000000000,197916,142000000,111766763752,14443,2006-03-13,IN,42.48,4.45,9.55,4131,Guru Randhawa: High Rated Gabru Official Song | DirectorGifty | T-Series
84,pgN-vvVVxMA,921655805,9195209,192203,2018-03-02,Music,Not specified,0 days 00:02:47.000000000,1085745,25800000,5048463988,104,2015-06-23,US,99.77,2.09,47.74,983,XXXTENTACION - SAD!
85,OXq-JP8w5H4,919428521,3183778,727186,2016-10-14,Music,Not specified,0 days 00:04:39.000000000,320399,14500000,13460199657,116,2011-06-15,Not specified,34.63,7.91,4.38,1948,"Maluma - Cuatro Babys (Official Video) ft. Trap Capos, Noriel, Bryant Myers, Juhn"
86,6QG4n3-rKTs,919017210,552534,385397,2013-06-28,Entertainment,Not specified,0 days 00:16:14.000000000,28661,2980000,3440147590,65,2012-11-17,Not specified,6.01,4.19,1.43,223,"20 Surprise Eggs, Kinder Surprise Cars 2 Thomas Spongebob Disney Pixar"
87,Ys7-6_t7OEQ,918426339,4967904,850412,2012-10-12,Music,Not specified,0 days 00:04:53.000000000,560038,32700000,20448068420,152,2009-09-26,US,54.09,9.26,5.84,1112,Justin Bieber - Beauty And A Beat ft. Nicki Minaj (Official Music Video)
88,iXY9CrqLkmU,918990330,2495728,1229458,2017-06-28,People & Blogs,Not specified,0 days 00:05:41.000000000,0,5650000,1361076479,59,2017-06-21,Not specified,27.16,13.38,2.03,7,Johny Johny Si Papa | Johny yes Papa in Spanish | Canciones Infantiles
89,XqkDeM8Rbkg,920763892,2607732,1061838,2019-01-27,Comedy,Not specified,0 days 00:09:50.000000000,37777,18200000,5689612715,124,2013-11-11,IN,28.32,11.53,2.46,1903,CHOTU KE GOLGAPPE | छोटू के गोलगप्पे | Khandesh Hindi Comedy | Chotu Comedy Video
90,hcm55lU9knw,915727877,2995669,203129,2011-07-25,Music,Not specified,0 days 00:02:46.000000000,289790,2500000,1753079793,232,2009-06-30,BR,32.71,2.22,14.73,755,Michel Teló - Ai Se Eu Te Pego -  Video Oficial (Assim você me mata)
91,Km4BayZykwE,915014169,2981014,248022,2017-03-04,Music,Not specified,0 days 00:04:06.000000000,110734,13600000,14232847892,175,2010-09-30,CO,32.58,2.71,12.02,2347,J Balvin - Si Tu Novio Te Deja Sola ft. Bad Bunny (Official Video)
92,ffxKSjUwKdU,912464222,6437030,306381,2018-04-20,Music,Not specified,0 days 00:03:59.000000000,367420,18300000,14145417554,112,2010-10-21,Not specified,70.55,3.36,21,2738,Ariana Grande - no tears left to cry (Official Video)
93,wV3N-wCRL2k,916307056,2677046,1705543,2018-06-28,Education,Not specified,0 days 00:32:56.000000000,9072,85100000,65892118352,536,2006-09-01,US,29.22,18.61,1.57,4318,Wheels on the Bus + More Nursery Rhymes & Kids Songs - CoComelon
94,tg00YEETFzg,910461730,3230682,166823,2011-10-20,Music,Not specified,0 days 00:04:36.000000000,195588,25700000,15276417837,106,2009-05-12,US,35.48,1.83,19.39,891,Rihanna - We Found Love ft. Calvin Harris
95,fyaI4-5849w,910687041,4605188,309775,2017-06-16,Music,Not specified,0 days 00:03:36.000000000,140830,5120000,3996128620,67,2010-02-15,Not specified,50.57,3.4,14.87,2678,"DJ Khaled - Wild Thoughts ft. Rihanna, Bryson Tiller"
96,YXnjy5YlDwk,910137223,2096279,176295,2013-09-10,Music,Not specified,0 days 00:05:27.000000000,65765,2570000,3495015582,93,2009-09-02,Not specified,23.03,1.94,11.87,1469,Marc Anthony - Vivir Mi Vida (Official Video)
97,zDo0H8Fm7d0,909452620,3891858,230962,2017-10-23,Music,Not specified,0 days 00:02:58.000000000,91721,7600000,2667744906,82,2008-10-02,Not specified,42.79,2.54,16.85,3308,Bebe Rexha - Meant to Be (feat. Florida Georgia Line) [Official Music Video]
98,JyqD_zfXfi8,906813095,2925565,227419,2018-02-16,Music,Not specified,0 days 00:05:26.000000000,85679,3580000,4853019505,196,2009-09-02,Not specified,32.26,2.51,12.85,3089,"Reik - Me Niego ft. Ozuna, Wisin"
99,Zu6o23Pu0Do,905876406,0,0,2013-11-20,Education,en,0 days 00:02:44.000000000,7148,36400000,23193619130,360,2013-02-09,IN,0,0,#DIV/0!,284,"Rain, Rain, Go Away Nursery Rhyme With Lyrics - Cartoon Animation Rhymes & Songs for Children"
0,w_IINnpSjY8,909522442,3314673,2019899,2019-08-02,Education,en,0 days 00:34:09.000000000,8549,85100000,65892118352,536,2006-09-01,US,36.44,22.21,1.64,4718,Beach Song + More Nursery Rhymes & Kids Songs - CoComelon
1,t6oJDAA7Mnk,906770783,0,0,2018-01-22,Entertainment,en,0 days 00:06:13.000000000,0,10900000,1749637471,111,2015-04-30,UA,0,0,#DIV/0!,998,Learn colors with Balloons ! Kids and daddy have fun playtime with color song !
2,oC-GflRB0y4,897983391,3676210,168856,2014-04-10,Music,Not specified,0 days 00:02:51.000000000,94126,21700000,12678451056,535,2009-12-11,Not specified,40.94,1.88,21.78,1581,David Guetta & Showtek - Bad ft.Vassy (Lyrics Video)
3,BQ0mxQXmLsk,898184131,8918683,441474,2017-10-24,Music,Not specified,0 days 00:06:43.000000000,457681,5290000,4328632317,55,2016-10-24,Not specified,99.3,4.92,20.18,365,Camila Cabello - Havana (Official Music VIdeo) ft. Young Thug
4,Sjwl23rk6Tg,902951397,2234993,1387896,2017-07-12,Education,en,0 days 00:07:45.000000000,19878,85100000,65892118352,536,2006-09-01,US,24.75,15.37,1.61,3967,"""No No"" Bedtime Song | CoComelon Nursery Rhymes & Kids Songs"
5,ekzHIouo8Q4,896395068,4215600,121229,2013-02-05,Music,Not specified,0 days 00:03:55.000000000,157584,27400000,12013250398,67,2006-09-19,Not specified,47.03,1.35,34.84,2331,Bruno Mars - When I Was Your Man (Official Video)
6,V1bFr2SWP1I,896042933,5670367,228564,2010-04-12,Music,en,0 days 00:03:48.000000000,299036,1000000,1127968126,258,2007-09-27,US,63.28,2.55,24.82,928,"OFFICIAL Somewhere over the Rainbow - Israel ""IZ"" Kamakawiwoʻole"
7,dT2owtxkU8k,894890179,6149749,151520,2017-06-21,Music,Not specified,0 days 00:03:58.000000000,183898,11000000,7973665292,120,2014-06-10,Not specified,68.72,1.69,40.66,1107,Shawn Mendes - There's Nothing Holdin' Me Back
8,DyDfgMOUjCI,895488713,13416831,900402,2019-03-29,Music,Not specified,0 days 00:03:26.000000000,642042,895000,4788957858,57,2016-08-16,Not specified,149.83,10.05,14.91,955,Billie Eilish - bad guy
9,PEGccV-NOm8,892669252,6399444,605725,2017-06-24,People & Blogs,Not specified,0 days 00:03:54.000000000,383364,12600000,3858575786,39,2016-12-01,Not specified,71.69,6.79,10.56,205,Cardi B - Bodak Yellow [OFFICIAL MUSIC VIDEO]
10,LrUvu1mlWco,891377552,3916090,1370411,2013-06-19,Music,Not specified,0 days 00:03:34.000000000,865166,10400000,3960999301,67,2009-05-12,Not specified,43.93,15.37,2.86,1499,Miley Cyrus - We Can't Stop (Official Video)
11,JF8BRvqGCNs,889940000,3554472,170883,2013-02-12,Music,Not specified,0 days 00:04:08.000000000,152561,25700000,15276417837,106,2009-05-12,US,39.94,1.92,20.8,1372,Rihanna - Stay ft. Mikky Ekko
12,_dK2tDK9grQ,888640450,4765482,232292,2017-01-06,Music,en,0 days 00:03:56.000000000,162967,44700000,20210778018,161,2006-08-08,Not specified,53.63,2.61,20.55,3804,Ed Sheeran - Shape Of You [Official Lyric Video]
13,6DRkf3kZMXw,885062838,3416852,222041,2017-07-03,Music,Not specified,0 days 00:03:52.000000000,172338,28200000,13783190433,90,2016-03-24,PR,38.61,2.51,15.38,466,Ozuna - El Farsante (Audio Oficial) | Odisea
14,JWESLtAKKlU,884161588,2942391,165090,2016-09-02,Music,Not specified,0 days 00:03:25.000000000,87470,13600000,14232847892,175,2010-09-30,CO,33.28,1.87,17.8,2164,"J Balvin - Safari ft. Pharrell Williams, BIA, Sky (Official Video)"
15,8iPcqtHoR3U,884047639,2260773,171792,2014-07-16,Music,Not specified,0 days 00:04:52.000000000,57550,8980000,9632571987,161,2011-04-21,Not specified,25.57,1.94,13.18,1182,Romeo Santos - Eres Mía
16,lf_wVfwpfp8,883514623,5031855,438306,2015-10-30,Music,Not specified,0 days 00:03:45.000000000,414903,18300000,14145417554,112,2010-10-21,Not specified,56.95,4.96,11.48,1835,Ariana Grande - Focus
17,_Yhyp-_hX2s,884744753,5086745,159171,2015-08-07,Entertainment,Not specified,0 days 00:05:24.000000000,183111,1550000,1386635326,10,2011-08-31,Not specified,57.49,1.8,31.94,1437,Eminem - Lose Yourself [HD]
18,7OHMqdMpsj8,880602624,656573,386525,2014-03-18,Entertainment,en,0 days 00:53:44.000000000,36226,8670000,4329450957,2625,2013-01-28,ES,7.46,4.39,1.7,414,Play Doh Ice cream cupcakes playset playdough by Unboxingsurpriseegg - Vengatoon
19,ypPSrRYOAj4,881836567,4451660,921374,2016-05-18,Music,Not specified,0 days 00:03:32.000000000,0,11400000,3143150674,603,2015-02-01,US,50.48,10.45,4.83,472,JoJo Siwa - BOOMERANG (Official Video)
20,euCqAq6BRa4,878759535,5927354,218185,2016-11-29,Music,Not specified,0 days 00:03:26.000000000,159288,6490000,5299505322,40,2014-01-27,Not specified,67.45,2.48,27.2,1037,DJ Snake - Let Me Love You ft. Justin Bieber (Official Video)
21,0yr75-gxVtM,878669013,2387587,142289,2015-05-07,Music,Not specified,0 days 00:05:49.000000000,76657,3300000,3281667442,30,2010-05-21,Not specified,27.17,1.62,16.77,1812,Chino & Nacho - Me Voy Enamorando ft. Farruko (Remix) (Official Music Video)
22,w7w59Zp8bEM,879591636,2262235,1105335,2007-10-16,Film & Animation,Not specified,0 days 00:02:44.000000000,37577,7210000,3667082557,8,2007-03-13,US,25.72,12.57,2.05,217,Osito Gominola - Full Spanish Version - The Gummy Bear Song
23,_OBlgSz8sSM,874982490,2083102,254334,2007-05-22,Comedy,Not specified,0 days 00:00:56.000000000,0,380000,1070881978,56,2007-05-22,Not specified,23.81,2.91,8.18,0,Charlie bit my finger - again !
24,bbEoRnaOIbs,874420062,4115075,450891,2013-09-24,Music,Not specified,0 days 00:05:18.000000000,271789,2150000,1089926874,34,2013-09-20,US,47.06,5.16,9.12,4,"Mike WiLL Made-It - 23 ft. Miley Cyrus, Wiz Khalifa, Juicy J (Official Music Video)"
25,V_MXGdSBbAI,875792100,7279228,889619,2018-07-22,Music,Not specified,0 days 00:03:00.000000000,488882,14000000,2648400323,7,2018-04-06,US,83.12,10.16,8.18,107,"6ix9ine, Nicki Minaj, Murda Beatz - “FEFE” (Official Music Video)"
26,fwK7ggA3-bU,871598868,3282763,103494,2012-06-26,Music,Not specified,0 days 00:03:43.000000000,121898,15000000,15229449958,122,2009-05-12,US,37.66,1.19,31.65,1141,Maroon 5 - One More Night (Official Music Video)
27,bwmSjveL3Lc,873378609,7855331,388153,2016-08-08,People & Blogs,Not specified,0 days 00:04:04.000000000,583353,36400000,9284090363,262,2016-06-29,KR,89.94,4.44,20.26,40,BLACKPINK - '붐바야'(BOOMBAYAH) M/V
28,hR8_Nq3epTA,871930283,2685913,1520586,2018-01-08,People & Blogs,Not specified,0 days 00:03:55.000000000,0,5160000,1010329374,217,2015-09-05,GE,30.8,17.44,1.77,856,Learn Bucket Colors with Five Little Babies Jumping On The Bed Educational Videos Good Song for kids
29,x6Q7c9RyMzk,869511177,3300447,542190,2019-01-02,Music,Not specified,0 days 00:04:44.000000000,166359,4270000,2053757977,585,2014-02-09,IN,37.96,6.24,6.08,1788,"Maari 2 - Rowdy Baby (Video Song) | Dhanush, Sai Pallavi | Yuvan Shankar Raja | Balaji Mohan"
30,bo_efYhYU2A,866548212,5328346,169376,2018-09-27,Music,Not specified,0 days 00:03:37.000000000,150990,9170000,8881866211,163,2009-05-12,US,61.49,1.95,31.53,3425,"Lady Gaga, Bradley Cooper - Shallow (from A Star Is Born) (Official Music Video)"
31,6-n_szx2XRE,864703115,3582659,408386,2014-06-09,Music,Not specified,0 days 00:05:17.000000000,219164,1430000,893565628,3,2009-10-15,Not specified,41.43,4.72,8.78,1698,Rahat Fateh Ali Khan - Zaroori Tha
32,dZ0fwJojhrs,861636276,4142634,497830,2017-12-14,Music,Not specified,0 days 00:03:55.000000000,248063,142000000,111766763752,14443,2006-03-13,IN,48.08,5.78,8.32,4294,Guru Randhawa: Lahore (Official Video) Bhushan Kumar | Vee | DirectorGifty | T-Series
33,lKDGxAHZt0E,860979669,2872316,181778,2018-06-01,Music,es,0 days 00:06:19.000000000,67454,3260000,1431357180,59,2015-09-10,US,33.36,2.11,15.81,995,"Alex Rose - Toda (Remix) Ft. Cazzu, Lenny Tavarez, Lyanno & Rauw Alejandro (Video Oficial)"
34,Jwgf3wmiA04,858874019,7142935,222291,2015-08-21,Music,Not specified,0 days 00:03:12.000000000,785778,22600000,9441762060,171,2010-12-04,Not specified,83.17,2.59,32.11,1721,One Direction - Drag Me Down (Official Video)
35,2S24-y0Ij3Y,861763353,13389595,866755,2019-04-04,Music,Not specified,0 days 00:03:14.000000000,1783019,36400000,9284090363,262,2016-06-29,KR,155.37,10.06,15.44,1009,BLACKPINK - 'Kill This Love' M/V
36,5Dx8Yd-0i5Q,864058490,2341096,1713341,2011-08-18,Entertainment,en,0 days 00:01:45.000000000,0,10600000,9704952705,1013,2009-02-03,Not specified,27.09,19.83,1.37,926,Wheels on the Bus | Mother Goose Club  Playhouse Kids Video
37,eJGRFwLUWL0,856116763,1155538,533846,2011-04-09,People & Blogs,en,0 days 00:00:35.000000000,0,1660000,1007979892,56,2011-04-08,US,13.5,6.24,2.16,1,3yo William Diving down to get his 'Toypedo' torpedo
38,kMwdm_XQ5r4,857154572,2349630,1167959,2018-10-03,Entertainment,en,0 days 00:10:09.000000000,0,55700000,29709928977,718,2015-05-12,US,27.41,13.63,2.01,1240,Diana and her Barbie car - Camping adventure
39,YL71i-8cobc,852627094,0,0,2015-09-15,Entertainment,Not specified,0 days 00:11:09.000000000,0,0,1514732024,164,2015-04-14,US,0,0,#DIV/0!,154,Playing in the Park on the Pirate Ship Playground for Kids Pink Car Ride on Power Wheels & Baby Doll
40,6NXnxTNIWkc,852618807,3477018,183818,2011-02-23,Music,Not specified,0 days 00:04:59.000000000,126041,895000,874162372,4,2009-05-12,Not specified,40.78,2.16,18.88,652,4 Non Blondes - What's Up (Official Video)
41,ZlxIEWygQYY,848546056,2406623,1235834,2019-01-13,Entertainment,ru,0 days 00:07:59.000000000,0,55700000,29709928977,718,2015-05-12,US,28.36,14.56,1.95,1342,Diana Pretend Play with Princess Carriage Inflatable Toy
42,K2fkCcjzBrQ,847981969,2665835,1680984,2016-06-03,Education,Not specified,0 days 00:01:56.000000000,784,8300000,4503609552,1853,2014-03-11,KR,31.44,19.82,1.59,815,아기상어 체조 | 상어가족 체조 | Baby Shark 체조송 | 핑크퐁 체조 | 핑크퐁! 인기동요
43,KATq-Ws3xtM,847479019,1329467,857632,2014-12-06,Music,Not specified,0 days 00:01:57.000000000,10955,34300000,31501607898,889,2011-06-02,Not specified,15.69,10.12,1.55,1283,Patitos Cua Cua Cua - Canciones y clásicos infantiles
44,XI2sXvesncc,848965885,1551650,999930,2018-10-13,Music,en-GB,0 days 00:04:13.000000000,13134,15500000,8720714708,175,2013-01-01,AU,18.28,11.78,1.55,2111,Halloween Baby Shark | Kids Songs and Nursery Rhymes | Halloween Songs from Bounce Patrol
45,vx2u5uUu3DE,846520200,3895000,137310,2009-06-17,Music,Not specified,0 days 00:04:27.000000000,125565,2910000,4020338076,138,2009-05-12,Not specified,46.01,1.62,28.4,36,Bon Jovi - It's My Life (Official Music Video)
46,I9cCPQVPv8o,842252008,1576081,132731,2012-02-09,Music,es-419,0 days 00:04:56.000000000,62066,4530000,1656562253,227,2010-01-13,US,18.71,1.58,11.84,757,Ricardo Arjona - Fuiste tú feat. Gaby Moreno (Video Oficial)
47,vu5-aKf_QqA,844397101,2084129,652473,2018-12-11,Music,Not specified,0 days 00:03:49.000000000,65058,142000000,111766763752,14443,2006-03-13,IN,24.68,7.73,3.19,4656,"SIMMBA: Aankh Marey Lyrical | Ranveer Singh, Sara Ali Khan | Tanishk Bagchi,Neha Kakkar, Kumar Sanu"
48,jjuSfhYiup8,841002788,3325411,285583,2017-09-30,Music,Not specified,0 days 00:03:18.000000000,160056,7020000,5066742245,6349,2007-02-08,CO,39.54,3.4,11.63,3887,"Bella, Wolfine - Video Oficial"
49,hiP14ED28CA,839547765,3769748,229062,2014-05-21,Music,Not specified,0 days 00:03:44.000000000,109781,12400000,6206180235,261,2008-07-21,Not specified,44.9,2.73,16.45,2130,"Jason Derulo - ""Wiggle"" feat. Snoop Dogg (Official Music Video)"
50,BBAyRBTfsOU,840629435,6799972,495625,2019-04-06,Music,Not specified,0 days 00:04:27.000000000,216572,142000000,111766763752,14443,2006-03-13,IN,80.89,5.9,13.71,4772,"Vaaste Song: Dhvani Bhanushali, Tanishk Bagchi | Nikhil D | Bhushan Kumar | Radhika Rao, Vinay Sapru"
51,xfdG6vwIGGU,834528879,3398172,228961,2018-09-14,Music,Not specified,0 days 00:03:52.000000000,107518,3590000,5919245131,50,2016-01-11,US,40.72,2.74,14.86,977,"KAROL G, Anuel AA - Culpables (Official Video)"
52,xmU0s2QtaEY,832863207,3189496,417338,2017-11-21,Music,en,0 days 00:02:50.000000000,208846,31200000,17002877469,3713,2006-06-07,IN,38.3,5.01,7.64,4185,"Swag Se Swagat | Song | Tiger Zinda Hai | Salman Khan, Katrina Kaif | Vishal & Shekhar, Irshad, Neha"
53,_kxz7WX4mLU,830481486,1856558,94597,2015-09-25,Music,Not specified,0 days 00:04:43.000000000,60673,2170000,1942471763,30,2011-07-06,US,22.36,1.14,19.61,1542,"Cali Y El Dandee - Por Fin Te Encontré ft. Juan Magan, Sebastian Yatra (Video Oficiel)"
54,4JipHEz53sU,829630754,3356891,372436,2011-05-05,Music,Not specified,0 days 00:03:39.000000000,413847,13000000,7107643903,64,2010-04-01,US,40.46,4.49,9.01,399,Nicki Minaj - Super Bass
55,_Fwf45pIAtM,829259540,4749245,432339,2015-05-02,Music,ar,0 days 00:04:15.000000000,215025,10000000,2525829461,145,2012-12-22,MA,57.27,5.21,10.99,861,Saad Lamjarred - LM3ALLEM (Exclusive Music Video) |  (سعد لمجرد - لمعلم (فيديو كليب حصري
56,RB-RcX5DS5A,828462210,3696589,103499,2011-05-27,Music,Not specified,0 days 00:04:26.000000000,95283,16900000,10389098271,266,2010-01-03,GB,44.62,1.25,35.7,509,Coldplay - The Scientist
57,PIb6AZdTr-A,825115413,3160038,156121,2009-10-25,Music,Not specified,0 days 00:04:26.000000000,127069,948000,1426776225,60,2009-10-15,Not specified,38.3,1.89,20.26,10,Cyndi Lauper - Girls Just Want To Have Fun (Official Video)
58,59GM_xjPhco,825228721,1524746,848876,2008-09-15,Film & Animation,pt,0 days 00:01:54.000000000,12675,22500000,15631631184,51,2006-08-30,BR,18.48,10.29,1.8,747,Pintinho Amarelinho - DVD Galinha Pintadinha
59,aadGiDqoTYo,822139364,998708,548692,2016-07-02,People & Blogs,en,0 days 00:09:38.000000000,0,4130000,2782818585,302,2006-03-11,Not specified,12.15,6.67,1.82,3766,Fun Indoor Playground for Kids and Family at Bill & Bull's Lekland
60,SLsTskih7_I,823065308,4251511,254048,2015-07-19,Music,en,0 days 00:04:44.000000000,176749,18600000,1656669652,38,2011-12-15,US,51.65,3.09,16.72,1312,Post Malone - White Iverson
